x,data
4.050202510125506251e+03,9.799526620148995004e-01
4.100205010250512714e+03,9.797076922234060348e-01
4.150207510375518723e+03,9.794627836697673562e-01
4.200210010500524731e+03,9.792179363386750435e-01
4.250212510625531650e+03,9.789731502148246722e-01
4.300215010750537658e+03,9.787284252829155928e-01
4.350217510875543667e+03,9.784837615276508194e-01
4.400220011000549675e+03,9.782391589337374738e-01
4.450222511125556593e+03,9.779946174858863417e-01
4.500225011250562602e+03,9.777501371688120946e-01
4.550227511375568611e+03,9.775057179672330676e-01
4.600230011500574619e+03,9.772613598658715928e-01
4.650232511625581537e+03,9.770170628494537768e-01
4.700235011750587546e+03,9.767728269027096122e-01
4.750237511875593555e+03,9.765286520103726442e-01
4.800240012000600473e+03,9.762845381571805259e-01
4.850242512125606481e+03,9.760404853278745740e-01
4.900245012250612490e+03,9.757964935071999912e-01
4.950247512375618498e+03,9.755525626799058658e-01
5.000250012500625417e+03,9.753086928307447279e-01
5.050252512625631425e+03,9.750648839444734373e-01
5.100255012750637434e+03,9.748211360058522956e-01
5.150257512875643442e+03,9.745774489996456014e-01
5.200260013000650360e+03,9.743338229106213166e-01
5.250262513125656369e+03,9.740902577235512894e-01
5.300265013250662378e+03,9.738467534232112532e-01
5.350267513375668386e+03,9.736033099943806057e-01
5.400270013500675304e+03,9.733599274218426300e-01
5.450272513625681313e+03,9.731166056903843842e-01
5.500275013750687322e+03,9.728733447847968119e-01
5.550277513875693330e+03,9.726301446898744096e-01
5.600280014000700248e+03,9.723870053904157817e-01
5.650282514125706257e+03,9.721439268712231963e-01
5.700285014250712265e+03,9.719009091171028070e-01
5.750287514375719184e+03,9.716579521128643204e-01
5.800290014500725192e+03,9.714150558433214400e-01
5.850292514625731201e+03,9.711722202932916437e-01
5.900295014750737209e+03,9.709294454475962954e-01
5.950297514875744127e+03,9.706867312910603118e-01
6.000300015000750136e+03,9.704440778085126063e-01
6.050302515125756145e+03,9.702014849847858668e-01
6.100305015250762153e+03,9.699589528047164455e-01
6.150307515375769071e+03,9.697164812531445799e-01
6.200310015500775080e+03,9.694740703149142824e-01
6.250312515625781089e+03,9.692317199748733403e-01
6.300315015750787097e+03,9.689894302178734264e-01
6.350317515875794015e+03,9.687472010287697666e-01
6.400320016000800024e+03,9.685050323924216942e-01
6.450322516125806033e+03,9.682629242936919844e-01
6.500325016250812951e+03,9.680208767174475204e-01
6.550327516375818959e+03,9.677788896485587378e-01
6.600330016500824968e+03,9.675369630718999581e-01
6.650332516625830976e+03,9.672950969723492776e-01
6.700335016750837895e+03,9.670532913347884563e-01
6.750337516875843903e+03,9.668115461441031400e-01
6.800340017000849912e+03,9.665698613851829712e-01
6.850342517125855920e+03,9.663282370429208123e-01
6.900345017250862838e+03,9.660866731022138554e-01
6.950347517375868847e+03,9.658451695479627341e-01
7.000350017500874856e+03,9.656037263650720792e-01
7.050352517625880864e+03,9.653623435384500739e-01
7.100355017750887782e+03,9.651210210530087874e-01
7.150357517875893791e+03,9.648797588936641745e-01
7.200360018000899800e+03,9.646385570453356317e-01
7.250362518125906718e+03,9.643974154929467746e-01
7.300365018250912726e+03,9.641563342214245491e-01
7.350367518375918735e+03,9.639153132157000092e-01
7.400370018500924743e+03,9.636743524607077616e-01
7.450372518625931662e+03,9.634334519413862985e-01
7.500375018750937670e+03,9.631926116426777762e-01
7.550377518875943679e+03,9.629518315495282366e-01
7.600380019000949687e+03,9.627111116468873853e-01
7.650382519125956605e+03,9.624704519197087027e-01
7.700385019250962614e+03,9.622298523529494441e-01
7.750387519375968623e+03,9.619893129315707503e-01
7.800390019500974631e+03,9.617488336405372040e-01
7.850392519625981549e+03,9.615084144648174957e-01
7.900395019750987558e+03,9.612680553893838686e-01
7.950397519875993567e+03,9.610277563992124517e-01
8.000400020000999575e+03,9.607875174792829265e-01
8.050402520126006493e+03,9.605473386145789716e-01
8.100405020251012502e+03,9.603072197900878182e-01
8.150407520376018510e+03,9.600671609908005832e-01
8.200410020501025429e+03,9.598271622017121585e-01
8.250412520626030528e+03,9.595872234078209884e-01
8.300415020751037446e+03,9.593473445941295141e-01
8.350417520876044364e+03,9.591075257456437297e-01
8.400420021001049463e+03,9.588677668473735149e-01
8.450422521126056381e+03,9.586280678843324132e-01
8.500425021251063299e+03,9.583884288415377428e-01
8.550427521376068398e+03,9.581488497040104857e-01
8.600430021501075316e+03,9.579093304567756206e-01
8.650432521626080415e+03,9.576698710848615681e-01
8.700435021751087334e+03,9.574304715733006343e-01
8.750437521876094252e+03,9.571911319071289004e-01
8.800440022001099351e+03,9.569518520713861109e-01
8.850442522126106269e+03,9.567126320511157855e-01
8.900445022251113187e+03,9.564734718313651074e-01
8.950447522376118286e+03,9.562343713971852566e-01
9.000450022501125204e+03,9.559953307336307438e-01
9.050452522626132122e+03,9.557563498257601875e-01
9.100455022751137221e+03,9.555174286586357590e-01
9.150457522876144139e+03,9.552785672173232934e-01
9.200460023001149239e+03,9.550397654868926223e-01
9.250462523126156157e+03,9.548010234524170192e-01
9.300465023251163075e+03,9.545623410989735325e-01
9.350467523376168174e+03,9.543237184116433180e-01
9.400470023501175092e+03,9.540851553755106407e-01
9.450472523626182010e+03,9.538466519756639839e-01
9.500475023751187109e+03,9.536082081971954949e-01
9.550477523876194027e+03,9.533698240252007627e-01
9.600480024001200945e+03,9.531314994447792621e-01
9.650482524126206044e+03,9.528932344410343536e-01
9.700485024251212963e+03,9.526550289990729503e-01
9.750487524376218062e+03,9.524168831040057404e-01
9.800490024501224980e+03,9.521787967409470754e-01
9.850492524626231898e+03,9.519407698950150820e-01
9.900495024751236997e+03,9.517028025513315503e-01
9.950497524876243915e+03,9.514648946950221564e-01
1.000050002500125083e+04,9.512270463112160179e-01
1.005050252512625593e+04,9.509892573850462494e-01
1.010050502525126285e+04,9.507515279016494070e-01
1.015050752537626795e+04,9.505138578461661547e-01
1.020051002550127487e+04,9.502762472037403763e-01
1.025051252562628179e+04,9.500386959595200631e-01
1.030051502575128688e+04,9.498012040986567595e-01
1.035051752587629380e+04,9.495637716063056732e-01
1.040052002600130072e+04,9.493263984676258982e-01
1.045052252612630582e+04,9.490890846677800807e-01
1.050052502625131274e+04,9.488518301919345310e-01
1.055052752637631966e+04,9.486146350252595560e-01
1.060053002650132476e+04,9.483774991529287934e-01
1.065053252662633167e+04,9.481404225601198776e-01
1.070053502675133677e+04,9.479034052320139958e-01
1.075053752687634369e+04,9.476664471537959988e-01
1.080054002700135061e+04,9.474295483106547344e-01
1.085054252712635571e+04,9.471927086877823809e-01
1.090054502725136263e+04,9.469559282703750025e-01
1.095054752737636954e+04,9.467192070436324380e-01
1.100055002750137464e+04,9.464825449927580792e-01
1.105055252762638156e+04,9.462459421029589812e-01
1.110055502775138666e+04,9.460093983594459743e-01
1.115055752787639358e+04,9.457729137474337744e-01
1.120056002800140050e+04,9.455364882521405390e-01
1.125056252812640560e+04,9.453001218587882004e-01
1.130056502825141251e+04,9.450638145526022438e-01
1.135056752837641943e+04,9.448275663188121509e-01
1.140057002850142453e+04,9.445913771426508454e-01
1.145057252862643145e+04,9.443552470093551365e-01
1.150057502875143837e+04,9.441191759041652753e-01
1.155057752887644347e+04,9.438831638123253986e-01
1.160058002900145038e+04,9.436472107190833070e-01
1.165058252912645548e+04,9.434113166096904646e-01
1.170058502925146240e+04,9.431754814694018885e-01
1.175058752937646932e+04,9.429397052834764814e-01
1.180059002950147442e+04,9.427039880371769209e-01
1.185059252962648134e+04,9.424683297157691042e-01
1.190059502975148825e+04,9.422327303045231472e-01
1.195059752987649335e+04,9.419971897887126078e-01
1.200060003000150027e+04,9.417617081536145962e-01
1.205060253012650719e+04,9.415262853845101088e-01
1.210060503025151229e+04,9.412909214666836943e-01
1.215060753037651921e+04,9.410556163854236766e-01
1.220061003050152431e+04,9.408203701260221541e-01
1.225061253062653122e+04,9.405851826737745558e-01
1.230061503075153814e+04,9.403500540139803077e-01
1.235061753087654324e+04,9.401149841319422773e-01
1.240062003100155016e+04,9.398799730129673291e-01
1.245062253112655708e+04,9.396450206423656581e-01
1.250062503125156218e+04,9.394101270054512343e-01
1.255062753137656910e+04,9.391752920875419131e-01
1.260063003150157419e+04,9.389405158739588808e-01
1.265063253162658111e+04,9.387057983500273206e-01
1.270063503175158803e+04,9.384711395010756352e-01
1.275063753187659313e+04,9.382365393124364461e-01
1.280064003200160005e+04,9.380019977694457056e-01
1.285064253212660697e+04,9.377675148574431407e-01
1.290064503225161207e+04,9.375330905617719202e-01
1.295064753237661898e+04,9.372987248677793204e-01
1.300065003250162590e+04,9.370644177608157266e-01
1.305065253262663100e+04,9.368301692262357427e-01
1.310065503275163792e+04,9.365959792493971925e-01
1.315065753287664302e+04,9.363618478156618963e-01
1.320066003300164994e+04,9.361277749103951162e-01
1.325066253312665685e+04,9.358937605189657782e-01
1.330066503325166195e+04,9.356598046267464719e-01
1.335066753337666887e+04,9.354259072191136726e-01
1.340067003350167579e+04,9.351920682814471864e-01
1.345067253362668089e+04,9.349582877991307051e-01
1.350067503375168781e+04,9.347245657575513622e-01
1.355067753387669291e+04,9.344909021421001771e-01
1.360068003400169982e+04,9.342572969381717218e-01
1.365068253412670674e+04,9.340237501311641211e-01
1.370068503425171184e+04,9.337902617064793853e-01
1.375068753437671876e+04,9.335568316495228558e-01
1.380069003450172568e+04,9.333234599457037595e-01
1.385069253462673078e+04,9.330901465804349870e-01
1.390069503475173769e+04,9.328568915391328709e-01
1.395069753487674461e+04,9.326236948072176292e-01
1.400070003500174971e+04,9.323905563701129218e-01
1.405070253512675663e+04,9.321574762132461833e-01
1.410070503525176173e+04,9.319244543220485122e-01
1.415070753537676865e+04,9.316914906819543374e-01
1.420071003550177556e+04,9.314585852784021958e-01
1.425071253562678066e+04,9.312257380968340659e-01
1.430071503575178758e+04,9.309929491226954790e-01
1.435071753587679450e+04,9.307602183414355190e-01
1.440072003600179960e+04,9.305275457385072668e-01
1.445072253612680652e+04,9.302949312993672448e-01
1.450072503625181344e+04,9.300623750094754172e-01
1.455072753637681853e+04,9.298298768542956338e-01
1.460073003650182545e+04,9.295974368192954085e-01
1.465073253662683055e+04,9.293650548899456965e-01
1.470073503675183747e+04,9.291327310517211169e-01
1.475073753687684439e+04,9.289004652901000636e-01
1.480074003700184949e+04,9.286682575905644832e-01
1.485074253712685640e+04,9.284361079385999860e-01
1.490074503725186332e+04,9.282040163196955129e-01
1.495074753737686842e+04,9.279719827193442239e-01
1.500075003750187534e+04,9.277400071230423872e-01
1.505075253762688044e+04,9.275080895162901573e-01
1.510075503775188736e+04,9.272762298845910189e-01
1.515075753787689428e+04,9.270444282134525649e-01
1.520076003800189937e+04,9.268126844883857185e-01
1.525076253812690629e+04,9.265809986949048449e-01
1.530076503825191321e+04,9.263493708185283060e-01
1.535076753837691831e+04,9.261178008447779053e-01
1.540077003850192523e+04,9.258862887591789992e-01
1.545077253862693215e+04,9.256548345472606076e-01
1.550077503875193725e+04,9.254234381945555254e-01
1.555077753887694416e+04,9.251920996865998781e-01
1.560078003900194926e+04,9.249608190089336768e-01
1.565078253912695618e+04,9.247295961471004855e-01
1.570078503925196310e+04,9.244984310866473098e-01
1.575078753937696820e+04,9.242673238131248192e-01
1.580079003950197512e+04,9.240362743120875688e-01
1.585079253962698203e+04,9.238052825690934444e-01
1.590079503975198713e+04,9.235743485697039956e-01
1.595079753987699405e+04,9.233434722994843247e-01
1.600080004000199915e+04,9.231126537440034197e-01
1.605080254012700607e+04,9.228818928888334883e-01
1.610080504025201299e+04,9.226511897195506240e-01
1.615080754037701809e+04,9.224205442217343620e-01
1.620081004050202500e+04,9.221899563809680123e-01
1.625081254062703192e+04,9.219594261828384374e-01
1.630081504075203702e+04,9.217289536129358307e-01
1.635081754087704394e+04,9.214985386568544934e-01
1.640082004100205086e+04,9.212681813001918352e-01
1.645082254112705778e+04,9.210378815285492626e-01
1.650082504125206106e+04,9.208076393275314020e-01
1.655082754137706797e+04,9.205774546827467653e-01
1.660083004150207489e+04,9.203473275798075282e-01
1.665083254162708181e+04,9.201172580043289750e-01
1.670083504175208873e+04,9.198872459419306091e-01
1.675083754187709201e+04,9.196572913782352643e-01
1.680084004200209893e+04,9.194273942988689940e-01
1.685084254212710584e+04,9.191975546894621818e-01
1.690084504225211276e+04,9.189677725356482085e-01
1.695084754237711968e+04,9.187380478230642300e-01
1.700085004250212660e+04,9.185083805373511767e-01
1.705085254262712988e+04,9.182787706641533099e-01
1.710085504275213680e+04,9.180492181891184433e-01
1.715085754287714371e+04,9.178197230978983878e-01
1.720086004300215063e+04,9.175902853761480626e-01
1.725086254312715755e+04,9.173609050095262729e-01
1.730086504325216083e+04,9.171315819836953764e-01
1.735086754337716775e+04,9.169023162843209507e-01
1.740087004350217467e+04,9.166731078970727919e-01
1.745087254362718159e+04,9.164439568076238052e-01
1.750087504375218850e+04,9.162148630016505590e-01
1.755087754387719542e+04,9.159858264648333970e-01
1.760088004400219870e+04,9.157568471828559931e-01
1.765088254412720562e+04,9.155279251414057962e-01
1.770088504425221254e+04,9.152990603261735858e-01
1.775088754437721946e+04,9.150702527228541383e-01
1.780089004450222637e+04,9.148415023171452276e-01
1.785089254462722965e+04,9.146128090947488465e-01
1.790089504475223657e+04,9.143841730413699853e-01
1.795089754487724349e+04,9.141555941427176313e-01
1.800090004500225041e+04,9.139270723845041022e-01
1.805090254512725733e+04,9.136986077524453798e-01
1.810090504525226424e+04,9.134702002322609982e-01
1.815090754537726752e+04,9.132418498096740445e-01
1.820091004550227444e+04,9.130135564704110473e-01
1.825091254562728136e+04,9.127853202002025323e-01
1.830091504575228828e+04,9.125571409847821336e-01
1.835091754587729520e+04,9.123290188098872600e-01
1.840092004600229848e+04,9.121009536612588731e-01
1.845092254612730540e+04,9.118729455246413762e-01
1.850092504625231231e+04,9.116449943857829474e-01
1.855092754637731923e+04,9.114171002304350955e-01
1.860093004650232615e+04,9.111892630443532148e-01
1.865093254662733307e+04,9.109614828132958086e-01
1.870093504675233635e+04,9.107337595230253768e-01
1.875093754687734327e+04,9.105060931593077500e-01
1.880094004700235018e+04,9.102784837079123115e-01
1.885094254712735710e+04,9.100509311546121083e-01
1.890094504725236402e+04,9.098234354851835182e-01
1.895094754737736730e+04,9.095959966854069156e-01
1.900095004750237422e+04,9.093686147410656728e-01
1.905095254762738114e+04,9.091412896379471587e-01
1.910095504775238805e+04,9.089140213618421837e-01
1.915095754787739497e+04,9.086868098985448894e-01
1.920096004800240189e+04,9.084596552338533026e-01
1.925096254812740517e+04,9.082325573535686702e-01
1.930096504825241209e+04,9.080055162434961247e-01
1.935096754837741901e+04,9.077785318894441291e-01
1.940097004850242593e+04,9.075516042772245884e-01
1.945097254862743284e+04,9.073247333926532932e-01
1.950097504875243612e+04,9.070979192215493647e-01
1.955097754887744304e+04,9.068711617497354771e-01
1.960098004900244996e+04,9.066444609630378570e-01
1.965098254912745688e+04,9.064178168472862840e-01
1.970098504925246380e+04,9.061912293883140901e-01
1.975098754937746708e+04,9.059646985719581602e-01
1.980099004950247399e+04,9.057382243840588210e-01
1.985099254962748091e+04,9.055118068104601736e-01
1.990099504975248783e+04,9.052854458370095392e-01
1.995099754987749475e+04,9.050591414495581244e-01
2.000100005000250167e+04,9.048328936339602446e-01
2.005100255012750495e+04,9.046067023760743231e-01
2.010100505025251186e+04,9.043805676617616696e-01
2.015100755037751878e+04,9.041544894768877016e-01
2.020101005050252570e+04,9.039284678073209456e-01
2.025101255062753262e+04,9.037025026389337024e-01
2.030101505075253590e+04,9.034765939576017146e-01
2.035101755087754282e+04,9.032507417492042778e-01
2.040102005100254974e+04,9.030249459996243511e-01
2.045102255112755665e+04,9.027992066947480021e-01
2.050102505125256357e+04,9.025735238204654065e-01
2.055102755137757049e+04,9.023478973626698485e-01
2.060103005150257377e+04,9.021223273072582760e-01
2.065103255162758069e+04,9.018968136401310787e-01
2.070103505175258761e+04,9.016713563471923099e-01
2.075103755187759452e+04,9.014459554143494646e-01
2.080104005200260144e+04,9.012206108275135907e-01
2.085104255212760472e+04,9.009953225725992887e-01
2.090104505225261164e+04,9.007700906355246007e-01
2.095104755237761856e+04,9.005449150022111215e-01
2.100105005250262548e+04,9.003197956585838879e-01
2.105105255262763239e+04,9.000947325905716001e-01
2.110105505275263931e+04,8.998697257841064001e-01
2.115105755287764259e+04,8.996447752251239827e-01
2.120106005300264951e+04,8.994198808995634842e-01
2.125106255312765643e+04,8.991950427933675938e-01
2.130106505325266335e+04,8.989702608924826643e-01
2.135106755337767027e+04,8.987455351828582684e-01
2.140107005350267355e+04,8.985208656504476421e-01
2.145107255362768046e+04,8.982962522812076855e-01
2.150107505375268738e+04,8.980716950610985183e-01
2.155107755387769430e+04,8.978471939760839238e-01
2.160108005400270122e+04,8.976227490121312380e-01
2.165108255412770814e+04,8.973983601552112388e-01
2.170108505425271142e+04,8.971740273912982566e-01
2.175108755437771833e+04,8.969497507063699526e-01
2.180109005450272525e+04,8.967255300864076517e-01
2.185109255462773217e+04,8.965013655173963425e-01
2.190109505475273909e+04,8.962772569853242333e-01
2.195109755487774237e+04,8.960532044761830850e-01
2.200110005500274929e+04,8.958292079759682114e-01
2.205110255512775620e+04,8.956052674706785899e-01
2.210110505525276312e+04,8.953813829463163065e-01
2.215110755537777004e+04,8.951575543888873332e-01
2.220111005550277332e+04,8.949337817844010834e-01
2.225111255562778024e+04,8.947100651188700793e-01
2.230111505575278716e+04,8.944864043783109508e-01
2.235111755587779408e+04,8.942627995487432147e-01
2.240112005600280099e+04,8.940392506161903841e-01
2.245112255612780791e+04,8.938157575666790811e-01
2.250112505625281119e+04,8.935923203862397024e-01
2.255112755637781811e+04,8.933689390609060865e-01
2.260113005650282503e+04,8.931456135767154025e-01
2.265113255662783195e+04,8.929223439197083723e-01
2.270113505675283886e+04,8.926991300759293813e-01
2.275113755687784214e+04,8.924759720314260347e-01
2.280114005700284906e+04,8.922528697722497126e-01
2.285114255712785598e+04,8.920298232844550146e-01
2.290114505725286290e+04,8.918068325541000929e-01
2.295114755737786982e+04,8.915838975672467637e-01
2.300115005750287673e+04,8.913610183099601736e-01
2.305115255762788001e+04,8.911381947683089111e-01
2.310115505775288693e+04,8.909154269283651173e-01
2.315115755787789385e+04,8.906927147762044861e-01
2.320116005800290077e+04,8.904700582979060419e-01
2.325116255812790769e+04,8.902474574795523621e-01
2.330116505825291097e+04,8.900249123072295765e-01
2.335116755837791789e+04,8.898024227670271458e-01
2.340117005850292480e+04,8.895799888450380832e-01
2.345117255862793172e+04,8.893576105273588439e-01
2.350117505875293864e+04,8.891352878000895466e-01
2.355117755887794556e+04,8.889130206493335296e-01
2.360118005900294884e+04,8.886908090611977951e-01
2.365118255912795576e+04,8.884686530217925649e-01
2.370118505925296267e+04,8.882465525172317244e-01
2.375118755937796959e+04,8.880245075336327121e-01
2.380119005950297651e+04,8.878025180571162966e-01
2.385119255962797979e+04,8.875805840738067998e-01
2.390119505975298671e+04,8.873587055698317627e-01
2.395119755987799363e+04,8.871368825313226125e-01
2.400120006000300054e+04,8.869151149444138849e-01
2.405120256012800746e+04,8.866934027952437791e-01
2.410120506025301438e+04,8.864717460699539364e-01
2.415120756037801766e+04,8.862501447546893285e-01
2.420121006050302458e+04,8.860285988355984799e-01
2.425121256062803150e+04,8.858071082988334677e-01
2.430121506075303841e+04,8.855856731305498108e-01
2.435121756087804533e+04,8.853642933169062479e-01
2.440122006100304861e+04,8.851429688440652921e-01
2.445122256112805553e+04,8.849216996981926764e-01
2.450122506125306245e+04,8.847004858654577975e-01
2.455122756137806937e+04,8.844793273320333826e-01
2.460123006150307629e+04,8.842582240840956009e-01
2.465123256162807957e+04,8.840371761078241741e-01
2.470123506175308648e+04,8.838161833894021546e-01
2.475123756187809340e+04,8.835952459150161475e-01
2.480124006200310032e+04,8.833743636708561997e-01
2.485124256212810724e+04,8.831535366431157996e-01
2.490124506225311416e+04,8.829327648179917665e-01
2.495124756237811744e+04,8.827120481816845832e-01
2.500125006250312435e+04,8.824913867203981743e-01
2.505125256262813127e+04,8.822707804203395732e-01
2.510125506275313819e+04,8.820502292677196987e-01
2.515125756287814511e+04,8.818297332487526896e-01
2.520126006300314839e+04,8.816092923496561262e-01
2.525126256312815531e+04,8.813889065566510306e-01
2.530126506325316223e+04,8.811685758559620885e-01
2.535126756337816914e+04,8.809483002338170943e-01
2.540127006350317606e+04,8.807280796764473951e-01
2.545127256362818298e+04,8.805079141700880019e-01
2.550127506375318626e+04,8.802878037009772560e-01
2.555127756387819318e+04,8.800677482553566078e-01
2.560128006400320010e+04,8.798477478194712820e-01
2.565128256412820701e+04,8.796278023795700562e-01
2.570128506425321393e+04,8.794079119219048168e-01
2.575128756437821721e+04,8.791880764327310027e-01
2.580129006450322413e+04,8.789682958983077166e-01
2.585129256462823105e+04,8.787485703048970587e-01
2.590129506475323797e+04,8.785288996387650151e-01
2.595129756487824488e+04,8.783092838861805696e-01
2.600130006500325180e+04,8.780897230334165915e-01
2.605130256512825508e+04,8.778702170667490590e-01
2.610130506525326200e+04,8.776507659724575028e-01
2.615130756537826892e+04,8.774313697368247844e-01
2.620131006550327584e+04,8.772120283461373180e-01
2.625131256562828275e+04,8.769927417866849595e-01
2.630131506575328604e+04,8.767735100447607843e-01
2.635131756587829295e+04,8.765543331066616428e-01
2.640132006600329987e+04,8.763352109586873828e-01
2.645132256612830679e+04,8.761161435871415160e-01
2.650132506625331371e+04,8.758971309783312176e-01
2.655132756637832063e+04,8.756781731185665496e-01
2.660133006650332391e+04,8.754592699941614597e-01
2.665133256662833082e+04,8.752404215914330043e-01
2.670133506675333774e+04,8.750216278967017924e-01
2.675133756687834466e+04,8.748028888962919858e-01
2.680134006700335158e+04,8.745842045765309658e-01
2.685134256712835486e+04,8.743655749237495556e-01
2.690134506725336178e+04,8.741469999242820199e-01
2.695134756737836869e+04,8.739284795644661763e-01
2.700135006750337561e+04,8.737100138306429509e-01
2.705135256762838253e+04,8.734916027091570445e-01
2.710135506775338581e+04,8.732732461863562667e-01
2.715135756787839273e+04,8.730549442485920908e-01
2.720136006800339965e+04,8.728366968822192096e-01
2.725136256812840656e+04,8.726185040735957577e-01
2.730136506825341348e+04,8.724003658090833113e-01
2.735136756837842040e+04,8.721822820750469996e-01
2.740137006850342368e+04,8.719642528578551710e-01
2.745137256862843060e+04,8.717462781438796160e-01
2.750137506875343752e+04,8.715283579194955665e-01
2.755137756887844444e+04,8.713104921710815853e-01
2.760138006900345135e+04,8.710926808850196768e-01
2.765138256912845463e+04,8.708749240476955089e-01
2.770138506925346155e+04,8.706572216454976365e-01
2.775138756937846847e+04,8.704395736648185000e-01
2.780139006950347539e+04,8.702219800920535375e-01
2.785139256962848231e+04,8.700044409136020729e-01
2.790139506975348922e+04,8.697869561158662055e-01
2.795139756987849250e+04,8.695695256852521426e-01
2.800140007000349942e+04,8.693521496081687561e-01
2.805140257012850634e+04,8.691348278710289144e-01
2.810140507025351326e+04,8.689175604602487057e-01
2.815140757037852018e+04,8.687003473622473271e-01
2.820141007050352346e+04,8.684831885634477500e-01
2.825141257062853037e+04,8.682660840502761657e-01
2.830141507075353729e+04,8.680490338091622071e-01
2.835141757087854421e+04,8.678320378265389490e-01
2.840142007100355113e+04,8.676150960888425745e-01
2.845142257112855805e+04,8.673982085825130417e-01
2.850142507125356133e+04,8.671813752939934172e-01
2.855142757137856825e+04,8.669645962097303205e-01
2.860143007150357516e+04,8.667478713161738124e-01
2.865143257162858208e+04,8.665312005997769518e-01
2.870143507175358900e+04,8.663145840469967940e-01
2.875143757187859228e+04,8.660980216442931701e-01
2.880144007200359920e+04,8.658815133781297968e-01
2.885144257212860612e+04,8.656650592349733886e-01
2.890144507225361303e+04,8.654486592012943236e-01
2.895144757237861995e+04,8.652323132635661995e-01
2.900145007250362687e+04,8.650160214082660559e-01
2.905145257262863015e+04,8.647997836218742629e-01
2.910145507275363707e+04,8.645835998908746323e-01
