x,data
4.250212510625531650e+03,1.067816750655302238e+00
4.300215010750537658e+03,1.025260448963823734e+00
4.350217510875543667e+03,9.157733399366219107e-01
4.400220011000549675e+03,8.393240560750158119e-01
4.450222511125556593e+03,1.077321951057556237e+00
4.500225011250562602e+03,1.048525631698031368e+00
4.550227511375568611e+03,1.016720413451543514e+00
4.600230011500574619e+03,9.590620240856605472e-01
4.650232511625581537e+03,1.074534721220081757e+00
4.700235011750587546e+03,9.257395458593777882e-01
4.750237511875593555e+03,8.521692488175758307e-01
4.800240012000600473e+03,1.054888079637377185e+00
4.850242512125606481e+03,1.096302432097602919e+00
4.900245012250612490e+03,1.033052157158104833e+00
4.950247512375618498e+03,8.586807595293866058e-01
5.000250012500625417e+03,1.128859893929542446e+00
5.050252512625631425e+03,1.081072768130543205e+00
5.100255012750637434e+03,1.198480376574329487e+00
5.150257512875643442e+03,1.058166205716823294e+00
5.200260013000650360e+03,9.137597687684609893e-01
5.250262513125656369e+03,9.248186828868222298e-01
5.300265013250662378e+03,9.414036225906503574e-01
5.350267513375668386e+03,1.093591317936704721e+00
5.400270013500675304e+03,1.049063865888827385e+00
5.450272513625681313e+03,1.042327562056148293e+00
5.500275013750687322e+03,1.046627737317485929e+00
5.550277513875693330e+03,1.023655023902188210e+00
5.600280014000700248e+03,9.820843333501864114e-01
5.650282514125706257e+03,1.015078020221684252e+00
5.700285014250712265e+03,1.053121712443018554e+00
5.750287514375719184e+03,9.911578318989896497e-01
5.800290014500725192e+03,9.349421387735519229e-01
5.850292514625731201e+03,7.430078228179270994e-01
5.900295014750737209e+03,1.018368241979391797e+00
5.950297514875744127e+03,9.726152526887950067e-01
6.000300015000750136e+03,1.055532229727509153e+00
6.050302515125756145e+03,1.028625789517146005e+00
6.100305015250762153e+03,9.729208287002794053e-01
6.150307515375769071e+03,1.019432221748736822e+00
6.200310015500775080e+03,9.213881276280494470e-01
6.250312515625781089e+03,8.545210704766443843e-01
6.300315015750787097e+03,1.021415092602995678e+00
6.350317515875794015e+03,1.104697802093175696e+00
6.400320016000800024e+03,1.067581140687660080e+00
6.450322516125806033e+03,8.838761477315448811e-01
6.500325016250812951e+03,9.645586576466543827e-01
6.550327516375818959e+03,8.944983167673616897e-01
6.600330016500824968e+03,8.885583717256467784e-01
6.650332516625830976e+03,1.054131951564937886e+00
6.700335016750837895e+03,8.000078929436713615e-01
6.750337516875843903e+03,9.866001719443427964e-01
6.800340017000849912e+03,8.252162922303358794e-01
6.850342517125855920e+03,9.624369845536050461e-01
6.900345017250862838e+03,8.924001195736976921e-01
6.950347517375868847e+03,7.486306954326800156e-01
7.000350017500874856e+03,1.068564312194667298e+00
7.050352517625880864e+03,9.930602803863295414e-01
7.100355017750887782e+03,9.441355701908049625e-01
7.150357517875893791e+03,9.196325332194678071e-01
7.200360018000899800e+03,8.440461313418443634e-01
7.250362518125906718e+03,9.362861479922757191e-01
7.300365018250912726e+03,1.194484280403051102e+00
7.350367518375918735e+03,9.086825334603162441e-01
7.400370018500924743e+03,1.037381031275068421e+00
7.450372518625931662e+03,9.064221001915557796e-01
7.500375018750937670e+03,8.039358181790141611e-01
7.550377518875943679e+03,9.126359887083309586e-01
7.600380019000949687e+03,8.345791470281342939e-01
7.650382519125956605e+03,9.434189900926821526e-01
7.700385019250962614e+03,8.020341839558304819e-01
7.750387519375968623e+03,8.502991615823101146e-01
7.800390019500974631e+03,8.896062283750607591e-01
7.850392519625981549e+03,9.117876691171333814e-01
7.900395019750987558e+03,7.632551128958011688e-01
7.950397519875993567e+03,7.958799821561072241e-01
8.000400020000999575e+03,1.040258279159629984e+00
8.050402520126006493e+03,8.943112945512806666e-01
8.100405020251012502e+03,8.535130672502280191e-01
8.150407520376018510e+03,7.481543675023987205e-01
8.200410020501025429e+03,7.653417673948282873e-01
8.250412520626030528e+03,1.031460908940426302e+00
8.300415020751037446e+03,9.271828031671376369e-01
8.350417520876044364e+03,9.399698907333700060e-01
8.400420021001049463e+03,8.809201878910486450e-01
8.450422521126056381e+03,1.121034722932982231e+00
8.500425021251063299e+03,1.118912340015889573e+00
8.550427521376068398e+03,7.690653999171820354e-01
8.600430021501075316e+03,1.041678046556850701e+00
8.650432521626080415e+03,8.740186070504327720e-01
8.700435021751087334e+03,1.011856477523135789e+00
8.750437521876094252e+03,1.054153609884743936e+00
8.800440022001099351e+03,8.078608562821285588e-01
8.850442522126106269e+03,1.012032952723848744e+00
8.900445022251113187e+03,1.025212785467505938e+00
8.950447522376118286e+03,8.485457035056743758e-01
9.000450022501125204e+03,9.926046238970618329e-01
9.050452522626132122e+03,9.771021910917676578e-01
9.100455022751137221e+03,1.017445290793011381e+00
9.150457522876144139e+03,9.838145028462926822e-01
9.200460023001149239e+03,8.459346037160925258e-01
9.250462523126156157e+03,1.070807351425696385e+00
9.300465023251163075e+03,8.307684390646370431e-01
9.350467523376168174e+03,9.957340711085740370e-01
9.400470023501175092e+03,8.821245908051225104e-01
9.450472523626182010e+03,7.387111260117210643e-01
9.500475023751187109e+03,9.185909139971187853e-01
9.550477523876194027e+03,9.048662565128418045e-01
9.600480024001200945e+03,8.397165434791424854e-01
9.650482524126206044e+03,1.016281251146264886e+00
9.700485024251212963e+03,1.069144058907544936e+00
9.750487524376218062e+03,9.491099051791442864e-01
9.800490024501224980e+03,8.593392983407871499e-01
9.850492524626231898e+03,7.174130068598888466e-01
9.900495024751236997e+03,1.115536330968177392e+00
9.950497524876243915e+03,9.744212481169022277e-01
1.000050002500125083e+04,8.970687894176141430e-01
1.005050252512625593e+04,1.023036442111604938e+00
1.010050502525126285e+04,9.419185724347134414e-01
1.015050752537626795e+04,1.065770768790542888e+00
1.020051002550127487e+04,1.033124914271592809e+00
1.025051252562628179e+04,1.037038167558902657e+00
1.030051502575128688e+04,8.908369517948019345e-01
1.035051752587629380e+04,9.625131262344875926e-01
1.040052002600130072e+04,7.540333050594142383e-01
1.045052252612630582e+04,7.769170752673235647e-01
1.050052502625131274e+04,9.303152141357362570e-01
1.055052752637631966e+04,1.123930343666760479e+00
1.060053002650132476e+04,8.384375213128787419e-01
1.065053252662633167e+04,7.647216683358385447e-01
1.070053502675133677e+04,9.419366726597836470e-01
1.075053752687634369e+04,1.058977830219654193e+00
1.080054002700135061e+04,9.559741658825323674e-01
1.085054252712635571e+04,8.407016717379639514e-01
1.090054502725136263e+04,8.115845273509935121e-01
1.095054752737636954e+04,1.088399350441348723e+00
1.100055002750137464e+04,7.586068468870901249e-01
1.105055252762638156e+04,1.016867015989642908e+00
1.110055502775138666e+04,1.004225392874426692e+00
1.115055752787639358e+04,8.978596529888286382e-01
1.120056002800140050e+04,7.889553369945609962e-01
1.125056252812640560e+04,9.340187616401008919e-01
1.130056502825141251e+04,1.051409663218897839e+00
1.135056752837641943e+04,9.966393057326443650e-01
1.140057002850142453e+04,1.014125757763240321e+00
1.145057252862643145e+04,7.839743490933126502e-01
1.150057502875143837e+04,1.090312943018937775e+00
1.155057752887644347e+04,1.144427931711758273e+00
1.160058002900145038e+04,9.808015813098254210e-01
1.165058252912645548e+04,1.125523545119990754e+00
1.170058502925146240e+04,8.722024118879510013e-01
1.175058752937646932e+04,9.475439203338725802e-01
1.180059002950147442e+04,9.552458618849051231e-01
1.185059252962648134e+04,9.553011036107917908e-01
1.190059502975148825e+04,1.046575178797890082e+00
1.195059752987649335e+04,1.149989880076561777e+00
1.200060003000150027e+04,1.059911418879746048e+00
1.205060253012650719e+04,9.458571986788792962e-01
1.210060503025151229e+04,9.173206348864416659e-01
1.215060753037651921e+04,9.239744386497470430e-01
1.220061003050152431e+04,8.348640111819776166e-01
1.225061253062653122e+04,7.550179528160847475e-01
1.230061503075153814e+04,1.022478203168564415e+00
1.235061753087654324e+04,9.562390202639327041e-01
1.240062003100155016e+04,8.983814437899312333e-01
1.245062253112655708e+04,8.900279140046393200e-01
1.250062503125156218e+04,1.300185988453619101e+00
1.255062753137656910e+04,9.283648117032107239e-01
1.260063003150157419e+04,1.009620375138946313e+00
1.265063253162658111e+04,9.932827849545957655e-01
1.270063503175158803e+04,9.654368381773742458e-01
1.275063753187659313e+04,7.099776224084708431e-01
1.280064003200160005e+04,9.924671158347401212e-01
1.285064253212660697e+04,9.706658438606859951e-01
1.290064503225161207e+04,8.409932362718651744e-01
1.295064753237661898e+04,8.713662261467358672e-01
1.300065003250162590e+04,1.146688183953165296e+00
1.305065253262663100e+04,8.644189007792298929e-01
1.310065503275163792e+04,1.066907194945689197e+00
1.315065753287664302e+04,8.502434465757320314e-01
1.320066003300164994e+04,1.121048107889139445e+00
1.325066253312665685e+04,9.666518918905798730e-01
1.330066503325166195e+04,8.678748493838227551e-01
1.335066753337666887e+04,1.022679516237730013e+00
1.340067003350167579e+04,1.137519284292030974e+00
1.345067253362668089e+04,9.496756043056734375e-01
1.350067503375168781e+04,9.570067262262437202e-01
1.355067753387669291e+04,8.875665703920057048e-01
1.360068003400169982e+04,9.268033591030858664e-01
1.365068253412670674e+04,9.646452501912566868e-01
1.370068503425171184e+04,8.106943099399710473e-01
1.375068753437671876e+04,9.034233068033504788e-01
1.380069003450172568e+04,9.454233218654046755e-01
1.385069253462673078e+04,9.444183201264662042e-01
1.390069503475173769e+04,9.172808161431847962e-01
1.395069753487674461e+04,1.106028337707350317e+00
1.400070003500174971e+04,1.042783509276818954e+00
1.405070253512675663e+04,9.428886965258094222e-01
1.410070503525176173e+04,9.492405649590884842e-01
1.415070753537676865e+04,1.083403155967398002e+00
1.420071003550177556e+04,9.345942092129192469e-01
1.425071253562678066e+04,9.007954687609591726e-01
1.430071503575178758e+04,1.053966775829395131e+00
1.435071753587679450e+04,9.889192701145947950e-01
1.440072003600179960e+04,8.603683536021538014e-01
1.445072253612680652e+04,8.580497992100039051e-01
1.450072503625181344e+04,1.102654806872354509e+00
1.455072753637681853e+04,9.509268581053860192e-01
1.460073003650182545e+04,9.767463130366982327e-01
1.465073253662683055e+04,9.036846121719713798e-01
1.470073503675183747e+04,9.932773205629259472e-01
1.475073753687684439e+04,8.375537562009804926e-01
1.480074003700184949e+04,9.232502839343086354e-01
1.485074253712685640e+04,1.037066419412898899e+00
1.490074503725186332e+04,8.002934653960448452e-01
1.495074753737686842e+04,8.691424927803240719e-01
1.500075003750187534e+04,8.994912915391630737e-01
1.505075253762688044e+04,1.022434984844261319e+00
1.510075503775188736e+04,9.181854464039216346e-01
1.515075753787689428e+04,7.825505901877143344e-01
1.520076003800189937e+04,1.005289929775039504e+00
1.525076253812690629e+04,8.778573969506218155e-01
1.530076503825191321e+04,1.034348458868960208e+00
1.535076753837691831e+04,8.790214743046014245e-01
1.540077003850192523e+04,9.477959862295377569e-01
1.545077253862693215e+04,7.337022441053623334e-01
1.550077503875193725e+04,8.982363337289563932e-01
1.555077753887694416e+04,9.860366261463995308e-01
1.560078003900194926e+04,9.917766859039002236e-01
1.565078253912695618e+04,8.050559649274204865e-01
1.570078503925196310e+04,9.272688557662072117e-01
1.575078753937696820e+04,8.921344785334534011e-01
1.580079003950197512e+04,8.894937545164484094e-01
1.585079253962698203e+04,9.681445769873162632e-01
1.590079503975198713e+04,9.816346576178417438e-01
1.595079753987699405e+04,9.254688297220735604e-01
1.600080004000199915e+04,8.748048376680823690e-01
1.605080254012700607e+04,9.199434909652453030e-01
1.610080504025201299e+04,8.234922739829393379e-01
1.615080754037701809e+04,8.960276148892435399e-01
1.620081004050202500e+04,1.004785093906826354e+00
1.625081254062703192e+04,8.799821927121366238e-01
1.630081504075203702e+04,8.394674799030037438e-01
1.635081754087704394e+04,9.115296982871776699e-01
1.640082004100205086e+04,9.977745264537013492e-01
1.645082254112705778e+04,9.340840950155148148e-01
1.650082504125206106e+04,9.400235589273771009e-01
1.655082754137706797e+04,8.604700990159045437e-01
1.660083004150207489e+04,1.019716563161718881e+00
1.665083254162708181e+04,1.063100909965227103e+00
1.670083504175208873e+04,1.076344356951791426e+00
1.675083754187709201e+04,8.940448110543416371e-01
1.680084004200209893e+04,9.692214986009062283e-01
1.685084254212710584e+04,9.693095816075555371e-01
1.690084504225211276e+04,9.027579754174210880e-01
1.695084754237711968e+04,8.955678373550746141e-01
1.700085004250212660e+04,1.082176934226938503e+00
1.705085254262712988e+04,1.223340103028661030e+00
1.710085504275213680e+04,8.980235943983609914e-01
1.715085754287714371e+04,7.717924405239943164e-01
1.720086004300215063e+04,9.885281286756827379e-01
1.725086254312715755e+04,7.949457821822871750e-01
1.730086504325216083e+04,8.095961748202243902e-01
1.735086754337716775e+04,9.602523462449238378e-01
1.740087004350217467e+04,9.040698464622436425e-01
1.745087254362718159e+04,1.063638977719056911e+00
1.750087504375218850e+04,8.725955217510708017e-01
1.755087754387719542e+04,9.616070014419632050e-01
1.760088004400219870e+04,1.006437952914991163e+00
1.765088254412720562e+04,8.645908540064224379e-01
1.770088504425221254e+04,7.522102493956764890e-01
1.775088754437721946e+04,7.893990218096285094e-01
1.780089004450222637e+04,7.172363533157815052e-01
1.785089254462722965e+04,7.700106743236350137e-01
1.790089504475223657e+04,8.542052631064758206e-01
1.795089754487724349e+04,7.974730639961253864e-01
1.800090004500225041e+04,1.030434887467620131e+00
1.805090254512725733e+04,1.047751332591700946e+00
1.810090504525226424e+04,8.041164140182042175e-01
1.815090754537726752e+04,9.401655786978150298e-01
1.820091004550227444e+04,1.099112019810968510e+00
1.825091254562728136e+04,9.557497453999156400e-01
1.830091504575228828e+04,1.045657370174549072e+00
1.835091754587729520e+04,7.784196400661299586e-01
1.840092004600229848e+04,8.445388599975089949e-01
1.845092254612730540e+04,9.113159084218618311e-01
1.850092504625231231e+04,9.799285022940401602e-01
1.855092754637731923e+04,9.469575346407368421e-01
1.860093004650232615e+04,9.750945189830489968e-01
1.865093254662733307e+04,1.099957352887587669e+00
1.870093504675233635e+04,9.273602708159269792e-01
1.875093754687734327e+04,1.035410252496430372e+00
1.880094004700235018e+04,8.369139233223424901e-01
1.885094254712735710e+04,9.169144286344960149e-01
1.890094504725236402e+04,9.134802213105071012e-01
1.895094754737736730e+04,8.619322051882245539e-01
1.900095004750237422e+04,1.239539083614277670e+00
1.905095254762738114e+04,8.937957007787871166e-01
1.910095504775238805e+04,9.293414172679836938e-01
1.915095754787739497e+04,1.067789860026897797e+00
1.920096004800240189e+04,9.699927191540974603e-01
1.925096254812740517e+04,8.449288859337046320e-01
1.930096504825241209e+04,8.596913998810612467e-01
1.935096754837741901e+04,8.591423709238946715e-01
1.940097004850242593e+04,8.451736144216290825e-01
1.945097254862743284e+04,1.158953950573306857e+00
1.950097504875243612e+04,9.857562779688182619e-01
1.955097754887744304e+04,7.479547212692088110e-01
1.960098004900244996e+04,8.344121030384554771e-01
1.965098254912745688e+04,1.034053126166077696e+00
1.970098504925246380e+04,8.072788967873817390e-01
1.975098754937746708e+04,9.682408302888880769e-01
1.980099004950247399e+04,1.003750439404538009e+00
1.985099254962748091e+04,9.280752668252981730e-01
1.990099504975248783e+04,9.357046552342481727e-01
1.995099754987749475e+04,1.040385522794393891e+00
2.000100005000250167e+04,8.453839291019810132e-01
2.005100255012750495e+04,9.428908056415457040e-01
2.010100505025251186e+04,1.166318592347211469e+00
2.015100755037751878e+04,8.489696380749396365e-01
2.020101005050252570e+04,7.233788707100567983e-01
2.025101255062753262e+04,8.414272642346025677e-01
2.030101505075253590e+04,8.691134809867568922e-01
2.035101755087754282e+04,7.653311641830702339e-01
2.040102005100254974e+04,8.652472644953069780e-01
2.045102255112755665e+04,1.184468711707580280e+00
2.050102505125256357e+04,7.721330075839861751e-01
2.055102755137757049e+04,7.263003573732083051e-01
2.060103005150257377e+04,7.952260537116826455e-01
2.065103255162758069e+04,8.809274739448456071e-01
2.070103505175258761e+04,8.729597170357716873e-01
2.075103755187759452e+04,1.043242598784588360e+00
2.080104005200260144e+04,8.928957968021873359e-01
2.085104255212760472e+04,8.804319162326875725e-01
2.090104505225261164e+04,8.448152489620162076e-01
2.095104755237761856e+04,8.129419631122267731e-01
2.100105005250262548e+04,9.188308874527348902e-01
2.105105255262763239e+04,8.664070226051411305e-01
2.110105505275263931e+04,8.790348050146217229e-01
2.115105755287764259e+04,8.790573352608265223e-01
2.120106005300264951e+04,8.500157843230703447e-01
2.125106255312765643e+04,1.031482033143805710e+00
2.130106505325266335e+04,9.313833199749926850e-01
2.135106755337767027e+04,8.534755896844303802e-01
2.140107005350267355e+04,1.003346370895642492e+00
2.145107255362768046e+04,1.025534566199733266e+00
2.150107505375268738e+04,8.769656133691526856e-01
2.155107755387769430e+04,9.780932646917052109e-01
2.160108005400270122e+04,8.159139537410803333e-01
2.165108255412770814e+04,9.558448079211104842e-01
2.170108505425271142e+04,9.352646067055576662e-01
2.175108755437771833e+04,8.858531524261056278e-01
2.180109005450272525e+04,9.800012860940121584e-01
2.185109255462773217e+04,7.214167238173115893e-01
2.190109505475273909e+04,8.946841503437594767e-01
2.195109755487774237e+04,1.000148275677997134e+00
2.200110005500274929e+04,8.107442105951908617e-01
2.205110255512775620e+04,8.599632700083555958e-01
2.210110505525276312e+04,8.468807265815723184e-01
2.215110755537777004e+04,8.550315510669475039e-01
2.220111005550277332e+04,8.309889152639702292e-01
2.225111255562778024e+04,1.076722059665381925e+00
2.230111505575278716e+04,9.208803624969305046e-01
2.235111755587779408e+04,9.050377443897270613e-01
2.240112005600280099e+04,9.125833948167032528e-01
2.245112255612780791e+04,1.002658824972666896e+00
2.250112505625281119e+04,7.024525830373450352e-01
2.255112755637781811e+04,8.381383054000069999e-01
2.260113005650282503e+04,9.300482947561001801e-01
2.265113255662783195e+04,7.738434531774348590e-01
2.270113505675283886e+04,8.992313402760052643e-01
2.275113755687784214e+04,7.012403698042413147e-01
2.280114005700284906e+04,1.092224042922396166e+00
2.285114255712785598e+04,9.137138049128097350e-01
2.290114505725286290e+04,8.674173991915846704e-01
2.295114755737786982e+04,9.697831521658057952e-01
2.300115005750287673e+04,9.693651472164467320e-01
2.305115255762788001e+04,9.491965305862037905e-01
2.310115505775288693e+04,9.663709724413801494e-01
2.315115755787789385e+04,9.553604264466700746e-01
2.320116005800290077e+04,9.699588486766532736e-01
2.325116255812790769e+04,8.873500111095183884e-01
2.330116505825291097e+04,9.914658438338195268e-01
2.335116755837791789e+04,8.674191993511588539e-01
2.340117005850292480e+04,8.462203756814943301e-01
2.345117255862793172e+04,8.151373942169518605e-01
2.350117505875293864e+04,9.849119660528540265e-01
2.355117755887794556e+04,8.564833814890270292e-01
2.360118005900294884e+04,1.006627691161627647e+00
2.365118255912795576e+04,9.772374686674744071e-01
2.370118505925296267e+04,9.153166965915318087e-01
2.375118755937796959e+04,1.037688467907704748e+00
2.380119005950297651e+04,1.028873844862243425e+00
2.385119255962797979e+04,9.665740317726501107e-01
2.390119505975298671e+04,9.367407601642474546e-01
2.395119755987799363e+04,8.400762051757690863e-01
2.400120006000300054e+04,9.693184638627753147e-01
2.405120256012800746e+04,8.357247531332179236e-01
2.410120506025301438e+04,8.859108913699532684e-01
2.415120756037801766e+04,1.138550633577537274e+00
2.420121006050302458e+04,7.581441479460055977e-01
2.425121256062803150e+04,8.174695347737316320e-01
2.430121506075303841e+04,8.601770312607882607e-01
2.435121756087804533e+04,8.475975914479193518e-01
2.440122006100304861e+04,7.987047977305324897e-01
2.445122256112805553e+04,7.032106845285792662e-01
2.450122506125306245e+04,9.305700058024096721e-01
2.455122756137806937e+04,9.263479318695445608e-01
2.460123006150307629e+04,9.622002305863974758e-01
2.465123256162807957e+04,7.146125868365604816e-01
2.470123506175308648e+04,1.007828059428037548e+00
2.475123756187809340e+04,8.693358725775517382e-01
2.480124006200310032e+04,9.571092341229505696e-01
2.485124256212810724e+04,9.167099326632034417e-01
2.490124506225311416e+04,9.652706419052221598e-01
2.495124756237811744e+04,7.661130454752242969e-01
2.500125006250312435e+04,9.453890833330503840e-01
2.505125256262813127e+04,9.737435611006424185e-01
2.510125506275313819e+04,8.339583699759445246e-01
2.515125756287814511e+04,6.244751487770274778e-01
2.520126006300314839e+04,1.151019406606957229e+00
2.525126256312815531e+04,9.193372236963250899e-01
2.530126506325316223e+04,9.611458504788050750e-01
2.535126756337816914e+04,1.041346585800645208e+00
2.540127006350317606e+04,9.892546771421820706e-01
2.545127256362818298e+04,8.501787673908985932e-01
2.550127506375318626e+04,8.225540262263728586e-01
2.555127756387819318e+04,9.107484154508899143e-01
2.560128006400320010e+04,8.283724951031330441e-01
2.565128256412820701e+04,8.971300164385112019e-01
2.570128506425321393e+04,9.486313669214556654e-01
2.575128756437821721e+04,1.007297001311796336e+00
2.580129006450322413e+04,9.458421583704045288e-01
2.585129256462823105e+04,8.942817395225054478e-01
2.590129506475323797e+04,9.923878010239500780e-01
2.595129756487824488e+04,7.055653343855201598e-01
2.600130006500325180e+04,8.370765232490358088e-01
2.605130256512825508e+04,8.911607857908003805e-01
2.610130506525326200e+04,6.971313151751780124e-01
2.615130756537826892e+04,9.414914110339334119e-01
2.620131006550327584e+04,8.133173438163840974e-01
2.625131256562828275e+04,8.977668039220654261e-01
2.630131506575328604e+04,9.063465068634595223e-01
2.635131756587829295e+04,7.844865108729359715e-01
2.640132006600329987e+04,9.620888572587410481e-01
2.645132256612830679e+04,8.938119714916511471e-01
2.650132506625331371e+04,8.921226929326349087e-01
2.655132756637832063e+04,9.487195182695947748e-01
2.660133006650332391e+04,8.288255898402797639e-01
2.665133256662833082e+04,8.661718393332130672e-01
2.670133506675333774e+04,7.889638640056727548e-01
2.675133756687834466e+04,7.519352569603444669e-01
2.680134006700335158e+04,1.099330538339016838e+00
2.685134256712835486e+04,9.536953645300669802e-01
2.690134506725336178e+04,9.736191293103114708e-01
2.695134756737836869e+04,9.842734781110844544e-01
2.700135006750337561e+04,1.068020357563725931e+00
2.705135256762838253e+04,9.914244309097325347e-01
2.710135506775338581e+04,8.669787663407272360e-01
2.715135756787839273e+04,8.704111756730792404e-01
2.720136006800339965e+04,1.054155900182570438e+00
2.725136256812840656e+04,7.056831164067125517e-01
2.730136506825341348e+04,9.227785526404386207e-01
2.735136756837842040e+04,1.010721188622400790e+00
2.740137006850342368e+04,8.813775934004997037e-01
2.745137256862843060e+04,7.314037918840041730e-01
2.750137506875343752e+04,7.729748000327600899e-01
2.755137756887844444e+04,8.314063308493570004e-01
2.760138006900345135e+04,9.276523664873808084e-01
2.765138256912845463e+04,9.012874476173061700e-01
2.770138506925346155e+04,9.665421636953557272e-01
2.775138756937846847e+04,7.216307845374452246e-01
2.780139006950347539e+04,8.651929898952760434e-01
2.785139256962848231e+04,9.756825751428105375e-01
2.790139506975348922e+04,9.285613748197267814e-01
2.795139756987849250e+04,8.880341281204321424e-01
2.800140007000349942e+04,8.785743116064491653e-01
2.805140257012850634e+04,9.759103088682903326e-01
2.810140507025351326e+04,8.955725124885950406e-01
2.815140757037852018e+04,9.472187783726009336e-01
2.820141007050352346e+04,6.519636695951224192e-01
2.825141257062853037e+04,8.806571510256756552e-01
2.830141507075353729e+04,9.762926803135012488e-01
2.835141757087854421e+04,9.553153008446119143e-01
2.840142007100355113e+04,8.294835819558407097e-01
2.845142257112855805e+04,8.116321007871896143e-01
2.850142507125356133e+04,8.017753847338772166e-01
2.855142757137856825e+04,1.151859995379500567e+00
2.860143007150357516e+04,8.439693756632871136e-01
2.865143257162858208e+04,8.506100475199270816e-01
2.870143507175358900e+04,8.375816029386768946e-01
2.875143757187859228e+04,7.217965967364787794e-01
2.880144007200359920e+04,9.294084422288685365e-01
2.885144257212860612e+04,9.192971977097539327e-01
2.890144507225361303e+04,8.676906178931739211e-01
2.895144757237861995e+04,1.001873727830240535e+00
2.900145007250362687e+04,9.766170783450320858e-01
2.905145257262863015e+04,8.267027647987071903e-01
2.910145507275363707e+04,8.483043994816925615e-01
